"a_in","a_out","b_in","b_out","num_common_outbound_neighbours","num_common_inbound_neighbours","num_common_a_out_b_in_neighbours","b_to_a_exists","mutual_following_a"
64,258,1,0,0,0,0,0,33
144,1337,49,0,0,9,10,0,109
44,0,7,0,0,0,0,0,0
83,759,1,0,0,0,0,0,44
25,16,179,37,10,13,7,1,6
6,70,1,0,0,0,0,0,5
32,184,1,0,0,0,0,0,21
33,1099,89,0,0,2,0,0,18
8,313,1,0,0,0,0,0,8
19,91,11,0,0,0,0,0,15
74,640,23,0,0,0,0,0,64
78,271,105,0,0,3,3,0,26
82,677,1,0,0,0,0,0,53
1,0,1,0,0,0,0,0,0
72,244,2,0,0,0,0,0,55
93,1460,193,410,13,4,11,0,87
2,0,40,0,0,0,0,0,0
18,144,63,0,0,1,1,0,9
38,145,10,0,0,9,9,0,34
11,17,1,0,0,0,0,0,11
2,4,9,0,0,0,0,0,1
14,95,6,0,0,0,0,0,6
36,253,8,0,0,2,2,0,16
2,54,1,0,0,0,0,0,1
176,0,1,0,0,0,0,0,0
18,106,286,2590,3,1,1,1,16
4,7,4,0,0,0,0,0,4
21,469,1,0,0,0,0,0,18
11,69,5,34,4,2,3,1,11
12,69,4,0,0,2,2,0,6
13,40,223,202,8,10,11,0,9
7,3,1,0,0,0,0,0,2
1,0,2,0,0,0,0,0,0
71,142,4,0,0,1,0,0,25
1,0,16,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
23,26,290,399,23,22,22,1,14
1,20,33,8,2,1,1,0,1
114,114,10,0,0,0,0,0,15
4,31,1,0,0,0,0,0,2
32,240,1,0,0,0,0,0,24
34,17,22,0,0,16,3,0,2
6,45,5,0,0,0,0,0,6
20,508,67,0,0,6,9,0,19
17,104,52,0,0,4,2,0,9
71,99,134,337,14,18,12,0,14
63,371,1,0,0,0,0,0,49
14,103,2,0,0,0,0,0,10
1,0,1,0,0,0,0,0,0
79,642,2,0,0,1,1,0,48
86,3525,3,0,0,2,2,0,86
194,287,98,0,0,55,6,0,16
272,257,1,0,0,0,0,0,85
200,8943,14,0,0,7,8,0,189
3,0,2,0,0,1,0,0,0
39,199,415,791,6,4,7,0,24
2,9,140,99,2,0,2,0,1
11,5,1,0,0,0,0,0,3
4,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
8,74,1,0,0,0,0,0,5
53,194,1,0,0,0,0,0,49
216,2404,1,0,0,1,1,0,195
13,253,61,0,0,0,0,0,12
3035,3,1,0,0,0,0,0,1
3,0,79,0,0,1,0,0,0
69,749,6,0,0,1,1,0,51
11,50,4,0,0,3,0,0,1
2,0,3,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
613,2455,31,0,0,10,10,0,603
130,1051,259,0,0,22,30,0,100
138,175,1,0,0,0,0,0,42
41,209,38,0,0,1,2,0,32
80,62,4,0,0,0,0,0,24
18,74,42,258,22,8,9,1,17
29,250,38,0,0,1,1,0,26
5,11,136,108,4,3,1,1,3
8,11,6,0,0,2,1,0,1
19,179,32,0,0,11,9,0,15
29,190,6,0,0,1,1,0,12
9,0,1,0,0,0,0,0,0
9,55,1,0,0,0,0,0,8
1,0,3,0,0,0,0,0,0
4,38,28,0,0,0,0,0,4
10,72,5,0,0,0,0,0,3
1117,124,85,0,0,28,0,0,34
120,349,1,0,0,1,0,0,89
69,662,1,0,0,0,1,0,68
4,0,1,0,0,0,0,0,0
77,247,63,0,0,20,17,0,34
34,135,33,0,0,13,10,0,21
12,37,21,0,0,0,0,0,11
7,192,2,0,0,0,0,0,3
7,15,73,95,10,7,10,0,7
1,0,2,0,0,0,0,0,0
48,260,328,0,0,9,8,0,36
23,38,127,357,25,22,21,1,21
3,55,2,0,0,0,0,0,3
8,301,2,0,0,0,1,0,5
1,0,1,0,0,0,0,0,0
61,696,1,0,0,0,0,0,42
111,23,6,0,0,0,0,0,0
5,16,1,0,0,0,0,0,5
12,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
23,160,4841,764195,21,5,10,1,15
161,2601,1,0,0,1,1,0,156
30,193,2,0,0,0,0,0,26
1,0,1,0,0,1,0,0,0
82,408,74,223,10,12,8,1,49
114,169,1,0,0,1,0,0,25
85,1238,12,0,0,6,6,0,68
19,70,1743,16616,2,1,2,0,11
1,0,1,0,0,0,0,0,0
1,95,1,0,0,0,0,0,1
40,406,13,0,0,2,2,0,36
235,123,34,0,0,13,0,0,23
20,229,396,0,0,11,14,0,19
109,8421,1,0,0,0,0,0,105
13,26,1,0,0,0,0,0,2
8,170,5,0,0,0,0,0,8
5,30,1,0,0,0,0,0,4
7,52,3035,3,1,3,4,0,7
2,0,1,0,0,0,0,0,0
18,16,133,57,8,14,7,0,5
2,0,7,0,0,0,0,0,0
2,112,16,0,0,0,2,0,1
4,0,1,0,0,0,0,0,0
93,2596,46,0,0,5,3,0,62
118,132,204,0,0,12,8,0,50
19,294,349,421,31,6,12,0,18
86,256,1145,69,1,18,11,0,34
204,111,2,0,0,0,0,0,51
14,90,2,0,0,0,0,0,11
31,73,3425,137761,30,20,21,0,21
128,1082,3,0,0,0,0,0,115
53,231,36,0,0,3,0,0,40
8,72,2,0,0,0,0,0,7
43,375,3,0,0,1,1,0,22
6,26,66,732,2,1,1,0,4
139,139,2,0,0,0,0,0,19
548,36291,9,0,0,5,6,0,544
4,78,879,0,0,1,6,0,2
38,228,1,0,0,0,0,0,23
1,0,2,0,0,0,0,0,0
27,221,1,0,0,0,0,0,21
49,664,2,0,0,2,2,0,42
1,1,1,0,0,0,0,0,0
12,727,27,0,0,0,0,0,11
2,42,24,0,0,0,0,0,1
95,256,8,0,0,0,0,0,37
4,61,1,0,0,0,0,0,3
77,1928,2,0,0,1,1,0,75
2,0,1,0,0,0,0,0,0
2,0,2,0,0,0,0,0,0
110,174,15,0,0,0,0,0,68
17,223,75,112,7,3,16,0,13
172,792,8,0,0,2,1,0,140
168,161,663,0,0,10,3,0,62
263,71,15,40,9,6,3,1,18
21,132,2,0,0,0,0,0,18
5,111,121,0,0,1,1,0,5
46,910,7,0,0,4,4,0,37
108,119,1,0,0,0,0,0,12
12,92,1,0,0,0,0,0,6
25,25,15,0,0,0,0,0,6
15,34,8,0,0,2,1,0,3
3,38,52,0,0,0,0,0,2
25,53,25,0,0,2,2,0,17
17,58,2,0,0,0,0,0,8
2,37,1,0,0,0,0,0,0
37,111,33,0,0,24,23,0,33
11,65,170,299,14,3,7,0,8
114,3107,3,0,0,0,0,0,105
9,0,15,0,0,0,0,0,0
102,351,38,0,0,9,2,0,40
69,0,1,0,0,0,0,0,0
32,377,143,0,0,11,13,0,25
109,6949,1,0,0,0,0,0,103
1,0,1,0,0,0,0,0,0
50,463,41,247,47,2,7,0,36
3,51,1,0,0,0,0,0,1
250,1988,3,0,0,1,1,0,229
515,91,430,49,8,247,25,1,71
2,0,2,0,0,0,0,0,0
1,0,3,0,0,0,0,0,0
87,59,220,155,31,59,25,1,27
2,0,9,0,0,0,0,0,0
112,1261,146,126,31,25,35,0,74
20,172,8,0,0,0,0,0,7
5,28,3,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
207,1849,1,0,0,0,0,0,194
20,22,9,0,0,2,2,0,7
1,0,1,0,0,0,0,0,0
66,450,3,0,0,0,1,0,49
14,78,12,0,0,1,1,0,9
12,89,25,109,19,8,8,0,10
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
7,51,95,9,9,1,11,0,7
21,126,421,0,0,4,7,0,7
50,65,4841,764195,18,23,4,1,13
73,319,11,0,0,7,8,0,66
1,0,1,0,0,0,0,0,0
209,277,20,0,0,8,6,0,64
49,236,2,0,0,1,0,0,34
24,55,13,0,0,0,0,0,9
23,218,1,0,0,0,0,0,23
99,3999,2,0,0,0,0,0,89
254,560,18,0,0,8,5,0,117
31,159,205,0,0,5,2,0,24
22,46,23,0,0,0,0,0,14
58,1929,1,0,0,0,0,0,55
82,153,13,0,0,3,3,0,32
70,553,2,0,0,0,0,0,35
92,1299,1,0,0,0,0,0,80
76,271,239,1048,62,24,28,1,63
9,0,1,0,0,0,0,0,0
35,0,1,0,0,0,0,0,0
20,265,1,0,0,0,0,0,10
1,0,2,0,0,0,0,0,0
144,697,255,0,0,32,27,0,134
20,252,15,0,0,0,0,0,16
161,1960,1,0,0,0,0,0,105
48,504,9,0,0,1,1,0,43
139,560,7,0,0,5,4,0,85
38,1,3,0,0,2,0,0,0
3,0,2,0,0,1,0,0,0
101,114,1,0,0,0,0,0,61
12,130,2,0,0,0,0,0,2
7,0,1,0,0,0,0,0,0
15,22,1,0,0,0,0,0,13
47,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
7,39,1,0,0,0,0,0,5
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
29,317,749,1909,8,3,6,0,27
3,0,2,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0
2,5,5,0,0,0,0,0,1
180,68,551,76,2,19,1,0,5
45,137,189,120,15,22,23,0,41
7,33,1,0,0,0,0,0,6
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
8,0,3,0,0,0,0,0,0
50,38,114,1072,10,15,4,1,10
292,4396,1,0,0,0,0,0,290
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
50,355,2,0,0,0,0,0,35
27,43,44,3147,15,9,15,1,25
10,0,1,0,0,0,0,0,0
2,0,7,0,0,0,0,0,0
12,0,1,0,0,0,0,0,0
292,461,675,3,0,59,17,0,138
7,26,3,0,0,0,0,0,6
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
6,29,13,0,0,0,0,0,3
11,77,56,0,0,2,2,0,7
58,147,1,0,0,0,0,0,19
47,604,13,0,0,1,1,0,43
6,11,1,0,0,0,0,0,3
107,163,1,0,0,0,1,0,27
228,959,267,0,0,52,58,0,213
1,0,6,0,0,0,0,0,0
173,7221,3,0,0,0,0,0,170
10,147,8,0,0,0,0,0,7
1,0,4,0,0,0,0,0,0
284,1227,2,0,0,1,0,0,143
38,298,69,265,10,6,4,1,29
735,866,6,0,0,1,0,0,117
4,48,116,411,6,1,1,1,2
12,171,4,0,0,0,0,0,9
1529,71,2,0,0,0,0,0,14
47,360,31,0,0,0,0,0,36
12,40,143,318,12,4,4,1,12
163,485,8,0,0,1,1,0,140
262,130,6,0,0,5,1,0,41
25,33,36,9,8,16,13,0,21
147,216,24,0,0,1,0,0,45
3,87,10,0,0,0,0,0,2
2,0,1,0,0,1,0,0,0
39,1659,2,0,0,0,0,0,30
57,108,132,0,0,21,5,0,7
1,0,2,0,0,1,0,0,0
164,705,72,605,102,25,16,1,98
45,0,1,0,0,1,0,0,0
88,95,2,0,0,1,0,0,15
4,4,31,20,2,2,1,0,2
70,965,5,0,0,0,0,0,60
248,2361,4,0,0,0,0,0,219
38,91,30,0,0,7,3,0,18
15,0,1,0,0,1,0,0,0
14,59,130,0,0,4,5,0,11
22,72,5,0,0,1,1,0,8
22,357,3,0,0,0,0,0,18
1,0,1,0,0,0,0,0,0
189,206,1,0,0,0,0,0,39
69,48,5,0,0,2,2,0,16
26,26,2,0,0,0,0,0,1
199,148,7,17,3,3,3,1,101
15,98,2,0,0,0,0,0,10
35,54,8,0,0,0,0,0,10
2,0,1,0,0,0,0,0,0
19,12,3,0,0,0,0,0,5
25,0,1,0,0,0,0,0,0
381,729,548,79,31,197,81,1,168
5,0,2,0,0,0,0,0,0
305,6132,413,0,0,149,166,0,285
55,77,35,256,9,2,0,1,7
1,0,2,0,0,0,0,0,0
2,0,3,0,0,0,0,0,0
281,6787,7,0,0,5,5,0,258
1,0,3,0,0,0,0,0,0
57,1081,20,0,0,0,1,0,53
1,0,2,0,0,0,0,0,0
41,51,621,272,12,27,16,0,14
1,0,1,0,0,0,0,0,0
2,0,4,0,0,0,0,0,0
11,97,193,1333,7,2,1,1,9
100,251,1,0,0,0,0,0,84
19,76,1,0,0,0,0,0,3
57,452,1,0,0,0,0,0,37
6,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
16,187,89,0,0,1,1,0,16
10,21,32,1038,7,1,1,1,6
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
28,102,265,77,8,4,8,0,24
2,0,2,0,0,0,0,0,0
139,3070,24,0,0,5,4,0,131
312,4445,141,0,0,41,43,0,266
9,67,20,0,0,0,0,0,7
1,0,1,0,0,0,0,0,0
21,47,81,6924,6,7,6,1,17
100,1682,1,0,0,1,1,0,89
11,32,2,0,0,0,0,0,3
2,0,3,0,0,0,0,0,0
351,5823,1,0,0,0,0,0,232
7,26,1,0,0,0,0,0,2
19,430,67,0,0,0,3,0,13
1,31,1,0,0,0,0,0,1
75,55,16,0,0,0,0,0,0
306,7138,86,0,0,71,71,0,290
71,260,1,0,0,0,0,0,44
67,121,45,0,0,23,15,0,41
4,36,37,0,0,0,0,0,3
2,0,2,0,0,0,0,0,0
300,999,567,1811,201,150,133,0,226
111,569,14,0,0,6,6,0,108
1,7,181,233,3,1,1,0,0
14,43,3,0,0,0,0,0,8
61,973,191,0,0,28,28,0,59
4,2,1,0,0,0,0,0,1
29,124,41,0,0,0,1,0,21
68,272,11,0,0,8,9,0,55
15,35,74,0,0,6,4,0,9
1,0,2,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
3,8,2,0,0,0,0,0,1
6,86,2294,751,2,3,4,0,4
19,72,24,0,0,0,0,0,18
1,0,1,0,0,0,0,0,0
34,0,1,0,0,0,0,0,0
7,36,4,0,0,2,1,0,5
103,77,53,231,1,3,0,1,14
1,0,1,0,0,0,0,0,0
5,95,1,0,0,0,0,0,2
18,57,2,0,0,0,0,0,16
10,401,3,0,0,0,0,0,8
91,3942,103,0,0,75,61,0,67
36,633,1,0,0,0,0,0,31
3,0,1,0,0,0,0,0,0
38,109,18,0,0,1,0,0,7
5,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
32,475,3,0,0,0,0,0,26
13,998,3,0,0,0,0,0,13
1,0,1,0,0,0,0,0,0
22,654,3,0,0,0,0,0,17
23,101,35,0,0,4,4,0,21
132,1187,116,0,0,20,16,0,81
4,0,1,0,0,0,0,0,0
71,51,852,339,12,48,10,0,16
12,86,16,0,0,0,0,0,9
48,140,133,57,17,12,16,0,35
62,586,1,0,0,0,0,0,47
1,3,1345,5262,0,0,0,0,1
2,90,1,0,0,0,0,0,2
5,11,1,0,0,0,0,0,3
103,3448,1,0,0,0,1,0,83
1,0,26,0,0,0,0,0,0
204,111,1,0,0,0,0,0,51
907,33398,7,0,0,1,1,0,705
1,0,2,0,0,0,0,0,0
311,3120,6,0,0,1,2,0,297
76,986,114,0,0,25,26,0,69
401,2098,72,0,0,26,26,0,316
154,554,1,0,0,0,0,0,126
37,67,27,25,19,22,22,0,30
17,69,3,0,0,0,0,0,9
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
7,153,137,0,0,1,2,0,4
1,0,3,0,0,0,0,0,0
5,141,1157,188,0,0,1,0,3
2,0,2,0,0,0,0,0,0
2,4,1,0,0,0,0,0,2
1,0,1,0,0,0,0,0,0
45,61,93,19,7,23,24,0,38
22,91,14,0,0,4,5,0,16
1,0,1,0,0,0,0,0,0
1,0,3,0,0,0,0,0,0
8,149,9,0,0,1,1,0,5
17,123,11,0,0,2,0,0,13
1,62,1,0,0,0,0,0,0
1,0,4,0,0,0,0,0,0
62,785,357,0,0,6,6,0,57
41,217,7,0,0,1,0,0,15
1,1,1,0,0,0,0,0,0
1131,38778,2,0,0,2,2,0,1089
24,40,28,0,0,0,1,0,15
1,0,3,0,0,0,0,0,0
15,138,34,0,0,1,0,0,8
18,309,1,0,0,0,0,0,12
114,269,169,315,33,20,21,0,87
64,2280,24,0,0,4,3,0,53
2,0,2,0,0,0,0,0,0
31,232,185,1447,42,12,12,1,26
33,1781,42,0,0,5,6,0,24
54,110,1,0,0,0,0,0,38
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
46,124,4,0,0,1,2,0,18
7,114,9,221,33,2,2,1,4
26,77,46,474,8,4,6,1,22
1,0,1,0,0,0,0,0,0
173,7,1,0,0,0,0,0,2
69,179,23,0,0,1,1,0,17
15,190,117,0,0,3,11,0,15
26,88,694,124,10,12,15,0,22
8,125,1,0,0,0,0,0,6
69,1779,2,0,0,0,0,0,66
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
10,138,1,0,0,0,0,0,8
43,96,3,0,0,1,1,0,25
1,0,1,0,0,0,0,0,0
44,382,229,2182,20,4,4,1,38
15,131,1,0,0,0,0,0,6
29,190,1,0,0,0,0,0,12
7,10,120,0,0,4,4,0,3
11,0,5,0,0,0,0,0,0
8,33,4,0,0,0,0,0,1
4,0,2,0,0,0,0,0,0
28,191,1,0,0,0,0,0,17
118,939,1,0,0,0,0,0,108
1,0,6,0,0,0,0,0,0
64,320,10,0,0,1,1,0,42
10,117,279,116,2,0,2,0,3
1,0,1,0,0,0,0,0,0
2,46,1,0,0,0,0,0,1
29,0,1,0,0,0,0,0,0
50,136,5,0,0,0,0,0,37
32,201,44,56,3,1,1,1,23
33,828,38,0,0,2,3,0,30
197,4500,81,0,0,27,28,0,190
16,42,1,0,0,0,0,0,2
1,0,2,0,0,0,0,0,0
213,423,74,0,0,13,8,0,42
50,287,148,0,0,4,5,0,31
1,18,2,0,0,1,1,0,1
7,51,101,114,10,3,7,0,6
247,2001,14,0,0,2,2,0,228
1,0,5,0,0,0,0,0,0
33,944,10,0,0,0,0,0,15
6,105,1914,502,10,0,8,0,5
10,181,55,0,0,0,0,0,6
24,20,7,0,0,3,0,0,3
134,36,62,0,0,4,2,0,4
16,382,4,0,0,0,0,0,13
47,80,22,0,0,0,0,0,0
4,41,18,0,0,1,3,0,4
6,73,3,0,0,0,0,0,5
4,37,3,0,0,0,0,0,3
17,144,2,0,0,1,1,0,12
31,81,5,62,4,4,2,1,26
15,64,285,0,0,5,5,0,12
146,1110,2,0,0,0,0,0,100
1,0,2,0,0,0,0,0,0
29,96,1,0,0,0,0,0,12
1,0,2,0,0,0,0,0,0
77,533,1350,0,0,31,35,0,65
382,1659,74,0,0,12,14,0,287
4,0,1,0,0,0,0,0,0
16,19,1,0,0,0,0,0,15
7,26,1,0,0,0,0,0,2
51,96,5,0,0,1,1,0,44
1,0,2,0,0,1,0,0,0
21,44,46,185,12,9,7,1,12
79,227,496,130,11,42,8,0,20
285,22352,85,0,0,45,46,0,264
7,264,2,0,0,0,0,0,7
4,7,11,35,1,3,1,1,1
28,78,117,0,0,11,14,0,22
2,0,4,0,0,0,0,0,0
15,246,77,0,0,5,3,0,4
11,87,19,0,0,0,1,0,10
57,89,1,0,0,0,0,0,34
1,0,1,0,0,0,0,0,0
1,9,1,0,0,0,0,0,0
19,110,86,0,0,9,13,0,18
20,65,17,0,0,8,4,0,14
1,0,1,0,0,0,0,0,0
352,72,1,0,0,0,0,0,43
72,117,8,0,0,6,3,0,25
95,9,1345,5262,7,80,6,1,7
217,6021,1,0,0,0,0,0,206
1,0,2,0,0,0,0,0,0
49,87,1,0,0,0,0,0,27
407,8479,8,0,0,4,3,0,369
141,828,107,0,0,15,14,0,121
43,286,35,0,0,4,3,0,21
2,0,2,0,0,0,0,0,0
225,4,328,1,0,5,0,0,0
1,0,1,0,0,0,0,0,0
46,664,2,0,0,0,0,0,43
39,173,4,0,0,0,0,0,30
1,0,47,0,0,0,0,0,0
16,53,87,2,1,2,7,0,16
1,0,1,0,0,0,0,0,0
59,165,32,70,13,6,10,0,42
167,1448,376,0,0,52,54,0,157
13,0,3,0,0,0,0,0,0
2,28,43,194,0,0,0,1,2
966,215,3,0,0,2,1,0,107
1,0,3,0,0,0,0,0,0
155,2002,15,0,0,1,2,0,148
1,0,1,0,0,0,0,0,0
253,3062,11,0,0,1,0,0,158
212,41,112,0,0,45,9,0,19
37,52,3,0,0,0,0,0,5
21,173,3,0,0,0,0,0,18
11,173,14,0,0,0,0,0,6
32,142,1175,12829,8,7,3,1,22
1,0,2,0,0,0,0,0,0
5,52,1,0,0,0,0,0,4
208,53154,3,0,0,0,0,0,179
252,834,420,0,0,87,48,0,126
28,463,46,159,18,3,10,0,18
1,0,1,0,0,0,0,0,0
1,3,21,0,0,0,0,0,1
99,43,29,0,0,4,4,0,21
1,0,11,0,0,0,0,0,0
22,130,35,0,0,3,0,0,12
49,692,30,0,0,2,3,0,40
111,23,2,0,0,0,0,0,0
57,432,12,0,0,1,1,0,19
53,194,6,0,0,3,3,0,49
37,580,12,0,0,0,1,0,19
1,0,1,0,0,0,0,0,0
3,59,2,0,0,0,0,0,3
189,672,713,0,0,51,49,0,181
33,917,1,0,0,0,0,0,30
179,670,1,0,0,1,1,0,153
4,0,6,0,0,0,0,0,0
14,21,2,0,0,0,0,0,3
114,429,200,0,0,24,24,0,93
4,46,415,791,7,1,0,0,3
2,0,1,0,0,0,0,0,0
316,3694,43,0,0,12,11,0,300
119,538,2,0,0,0,0,0,112
32,319,619,14910,17,4,4,1,24
6,42,2,0,0,1,1,0,2
34,212,10,0,0,0,0,0,17
134,5209,1,0,0,0,0,0,128
72,4,1,0,0,0,0,0,0
235,486,1,0,0,0,0,0,125
72,84,1,0,0,1,1,0,29
1,0,5,0,0,0,0,0,0
6,0,1,0,0,0,0,0,0
74,78,1,0,0,0,0,0,31
38,34,227,226,31,34,31,1,27
11,33,4,0,0,3,3,0,11
8,0,1,0,0,0,0,0,0
58,4,9,0,0,0,0,0,1
6,66,5,0,0,0,0,0,3
62,361,1,0,0,0,0,0,38
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
9,364,28,0,0,0,3,0,8
96,3581,3,0,0,0,0,0,73
71,790,5,0,0,0,0,0,38
9,262,1914,502,3,5,4,0,4
67,1379,1,0,0,0,0,0,48
41,278,1209,0,0,11,20,0,31
15,98,1,0,0,0,0,0,11
115,1511,3,0,0,0,0,0,96
1,3,3,0,0,1,1,0,1
1,5,47,97,0,0,0,1,1
1,4,1,0,0,0,0,0,0
29,0,1,0,0,0,0,0,0
67,1191,459,16840,144,24,26,1,49
7,0,2,0,0,0,0,0,0
2,0,3,0,0,0,0,0,0
314,13314,1,0,0,0,0,0,289
18,118,45,0,0,7,5,0,12
1,0,1,0,0,0,0,0,0
9,222,2,0,0,1,1,0,9
1051,42592,1,0,0,0,0,0,1009
57,818,38,0,0,4,5,0,50
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,11,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
107,173,390,76,10,47,26,0,43
73,95,4841,764195,20,13,10,1,53
65,678,39,0,0,0,1,0,42
26,18,1,0,0,0,0,0,2
126,1746,1,0,0,0,0,0,115
1,0,1,0,0,0,0,0,0
3,5,4,0,0,2,1,0,2
1,0,1,0,0,1,0,0,0
5,6,13,0,0,0,0,0,0
3,33,55,77,0,0,1,0,2
127,365,54,0,0,2,3,0,82
1,0,5,0,0,0,0,0,0
8,51,1,0,0,0,0,0,6
493,2435,55,213,15,20,17,1,437
3,0,3,0,0,0,0,0,0
48,247,5,0,0,1,2,0,21
1,0,2,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
61,738,4,0,0,0,0,0,54
38,24,1,0,0,0,0,0,4
3,4,1,0,0,0,0,0,1
1,0,146,0,0,0,0,0,0
64,454,4,0,0,1,1,0,46
1,0,1,0,0,0,0,0,0
3,0,2,0,0,0,0,0,0
5,78,4,0,0,0,1,0,4
13,22,627,3168,13,9,11,1,11
111,1396,32,0,0,8,8,0,76
1,0,1,0,0,0,0,0,0
69,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
145,20660,18,0,0,0,0,0,137
28,288,9,0,0,0,0,0,15
13,198,1,0,0,0,0,0,4
58,18,19,0,0,7,1,0,5
3,39,4,0,0,0,0,0,3
3,2,95,1515,0,0,0,1,2
6,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
3,0,2,0,0,0,0,0,0
15,0,3,0,0,0,0,0,0
1,0,20,0,0,0,0,0,0
61,738,17,0,0,0,0,0,54
1,0,1,0,0,0,0,0,0
9,49,131,92,6,2,3,0,4
31,210,1,0,0,0,0,0,22
30,208,81,0,0,0,0,0,18
3,0,1,0,0,0,0,0,0
94,247,3,0,0,1,1,0,42
1,0,1,0,0,0,0,0,0
14,177,2,0,0,0,0,0,13
16,139,15,0,0,1,1,0,9
106,1393,880,0,0,46,58,0,99
402,15933,1,0,0,0,0,0,353
22,93,1,0,0,0,0,0,13
6,44,655,296,11,5,10,1,5
1,0,2,0,0,0,0,0,0
69,194,206,357,24,15,14,0,44
4,15,4,0,0,0,0,0,2
1,0,3,0,0,0,0,0,0
10,133,1,0,0,0,0,0,7
6,26,155,226,7,4,6,1,5
65,855,42,0,0,7,12,0,36
1,35,2,0,0,0,0,0,1
25,120,4841,764195,44,9,12,1,25
119,185,116,251,55,43,39,1,80
1,0,12,0,0,0,0,0,0
10,65,2,0,0,0,0,0,4
12,150,2,0,0,1,1,0,5
18,81,62,0,0,2,0,0,9
1,0,1,0,0,0,0,0,0
2,40,79,105,6,1,3,0,0
33,2215,2,0,0,1,1,0,19
217,2547,30,0,0,3,3,0,127
108,306,54,0,0,6,1,0,29
7,78,130,63,0,2,0,0,1
2,0,3,0,0,0,0,0,0
106,248,126,0,0,13,12,0,101
5,33,1,0,0,0,0,0,4
68,3569,3,0,0,2,2,0,55
1,0,14,0,0,0,0,0,0
3,77,17,0,0,2,2,0,3
57,29,4,0,0,0,0,0,16
496,130,41,0,0,10,3,0,26
537,1710,48,0,0,28,26,0,279
4,837,2,0,0,0,0,0,4
2,0,18,0,0,0,0,0,0
284,4566,24,0,0,0,3,0,99
56,300,25,0,0,0,0,0,44
1,0,1,0,0,0,0,0,0
1249,61665,2,0,0,1,1,0,1226
2,0,44,0,0,0,0,0,0
26,0,1,0,0,0,0,0,0
3,33,3,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0
59,246,1,0,0,0,0,0,39
26,0,2,0,0,0,0,0,0
75,410,7,0,0,3,2,0,38
66,520,394,0,0,28,28,0,58
9,122,3,0,0,0,0,0,7
4,47,1,0,0,0,0,0,3
137,343,98,0,0,43,17,0,46
172,792,10,75,4,0,0,0,140
45,317,11,0,0,5,4,0,38
249,8522,32,0,0,11,11,0,215
131,1,63,3676,0,2,0,0,0
3,0,1,0,0,0,0,0,0
27,320,19,0,0,3,1,0,12
3,0,68,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
103,154,3,0,0,2,1,0,36
12,48,33,0,0,2,2,0,4
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
13,253,16,0,0,0,0,0,12
37,22,1175,12829,17,26,9,0,6
1,0,2,0,0,0,0,0,0
28,92,3,0,0,0,0,0,26
33,142,101,1461,1,0,1,1,19
16,109,1529,71,0,3,3,0,13
247,105,5,0,0,1,0,0,31
273,2733,3,0,0,0,0,0,238
16,132,2,0,0,0,0,0,12
1,0,1,0,0,0,0,0,0
6,10,1,0,0,0,0,0,0
106,1786,1,0,0,1,1,0,102
111,1375,23,0,0,9,9,0,102
1,0,2,0,0,0,0,0,0
70,530,1,0,0,0,0,0,68
9,38,1,0,0,0,0,0,6
3,1,1,0,0,0,0,0,0
2,23,1,0,0,0,0,0,2
125,2422,1,0,0,0,0,0,119
42,59,101,0,0,3,5,0,25
12,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
